row_id,campaign_id,send_date,recipient_id,variant,subject_line,body_preview,country,device,list_segment,send_hour,day_of_week,opened,clicked,clicks_count,bounce,unsubscribe,subject_sentiment_score,word_count_subject
52,cmp_1718,2025-09-09 05:38:03,user_80373,B,Unlock your 20% off today,20% off. Top picks in home. Shop now.,Spain,desktop,newsletter_only,5,Tuesday,0,0,0,0,0,2,5
1200,cmp_1025,2025-08-30 23:38:03,user_76296,A,Your home update: 20% off,20% off. Top picks in home. Shop now.,Netherlands,mobile,active_users,23,Saturday,1,0,0,0,0,0,5
1129,cmp_1944,2025-09-26 04:38:03,user_35304,A,Your sports update: 50% off,50% off. Top picks in sports. Shop now.,Netherlands,desktop,newsletter_only,4,Friday,1,0,0,0,0,0,5
1191,cmp_1477,2025-08-21 02:38:03,user_65116,B,Exclusive: buy 1 get 1 just for you,buy 1 get 1. Top picks in home. Shop now.,Turkey,mobile,new_users,2,Thursday,1,0,0,0,0,2,8
1250,cmp_1787,2025-09-11 21:38:03,user_78014,A,Don't miss out — buy 1 get 1 for you,buy 1 get 1. Top picks in books. Shop now.,United Kingdom,desktop,churn_risk,21,Thursday,0,0,0,0,0,-1,10
1420,cmp_1624,2025-09-15 00:38:03,user_42760,A,Limited time: exclusive discount inside,exclusive discount. Top picks in books. Shop now.,Spain,desktop,newsletter_only,0,Monday,0,0,0,0,0,4,5
433,cmp_1485,2025-10-12 02:38:03,user_28024,A,Last chance: 50% off ends today,50% off. Top picks in home. Shop now.,Turkey,mobile,vip,2,Sunday,0,0,0,0,0,-1,6
1453,cmp_1646,2025-10-06 20:38:03,user_33138,A,Your beauty update: buy 1 get 1,buy 1 get 1. Top picks in beauty. Shop now.,France,mobile,newsletter_only,20,Monday,0,0,0,0,0,0,7
1471,cmp_1448,2025-10-19 19:38:03,user_42142,A,Your kitchen update: early access,early access. Top picks in kitchen. Shop now.,Brazil,tablet,churn_risk,19,Sunday,0,0,0,0,0,0,5
1235,cmp_1232,2025-09-07 00:38:03,user_64141,B,🔥 early access — only for a few,early access. Top picks in beauty. Shop now.,Turkey,tablet,active_users,0,Sunday,0,0,0,0,0,0,8
1282,cmp_1349,2025-10-01 00:38:03,user_16329,B,Exclusive: early access just for you,early access. Top picks in beauty. Shop now.,Netherlands,mobile,churn_risk,0,Wednesday,0,0,0,0,0,2,6
1086,cmp_1657,2025-08-25 07:38:03,user_80138,B,🔥 buy 1 get 1 — only for a few,buy 1 get 1. Top picks in home. Shop now.,United Kingdom,tablet,new_users,7,Monday,0,0,0,0,0,0,10
611,cmp_1504,2025-09-23 03:38:03,user_18745,B,free shipping inside — See how much you save,free shipping. Top picks in beauty. Shop now.,India,mobile,churn_risk,3,Tuesday,0,0,0,0,0,2,9
1285,cmp_1498,2025-08-29 22:38:03,user_67529,A,Your fashion update: 50% off,50% off. Top picks in fashion. Shop now.,India,desktop,active_users,22,Friday,0,0,0,0,0,0,5
1042,cmp_1907,2025-08-22 00:38:03,user_64432,A,Don't miss out — 50% off for you,50% off. Top picks in home. Shop now.,Netherlands,mobile,active_users,0,Friday,0,0,0,0,0,-1,8
221,cmp_1115,2025-09-15 19:38:03,user_27368,B,Unlock your 20% off today,20% off. Top picks in kitchen. Shop now.,United States,mobile,newsletter_only,19,Monday,0,0,0,0,0,2,5
340,cmp_1180,2025-09-12 05:38:03,user_65249,A,Special offer on beauty,exclusive discount. Top picks in beauty. Shop now.,Spain,mobile,churn_risk,5,Friday,0,0,0,0,0,1,4
424,cmp_1533,2025-08-13 01:38:03,user_98866,B,Unlock your exclusive discount today,exclusive discount. Top picks in sports. Shop now.,Netherlands,desktop,newsletter_only,1,Wednesday,1,0,0,0,0,5,5
429,cmp_1783,2025-09-03 06:38:03,user_51771,B,Big savings on books: buy 1 get 1,buy 1 get 1. Top picks in books. Shop now.,Italy,tablet,churn_risk,6,Wednesday,0,0,0,0,0,0,8
1106,cmp_1949,2025-08-18 05:38:03,user_81399,A,Special offer on beauty,buy 1 get 1. Top picks in beauty. Shop now.,Turkey,tablet,churn_risk,5,Monday,0,0,0,0,0,1,4
77,cmp_1803,2025-09-30 01:38:03,user_37082,B,Big savings on beauty: 20% off,20% off. Top picks in beauty. Shop now.,Brazil,mobile,newsletter_only,1,Tuesday,0,0,0,0,0,0,6
1392,cmp_1124,2025-08-12 23:38:03,user_74175,A,Your beauty update: 20% off,20% off. Top picks in beauty. Shop now.,France,mobile,churn_risk,23,Tuesday,0,0,0,0,0,0,5
440,cmp_1941,2025-10-29 05:38:03,user_17149,B,50% off inside — See how much you save,50% off. Top picks in books. Shop now.,United States,tablet,newsletter_only,5,Wednesday,0,0,0,0,0,1,9
1337,cmp_1338,2025-10-20 00:38:03,user_85452,B,Big savings on beauty: early access,early access. Top picks in beauty. Shop now.,India,tablet,vip,0,Monday,0,0,0,0,0,0,6
865,cmp_1377,2025-08-21 19:38:03,user_77964,A,Last chance: free shipping ends today,free shipping. Top picks in kitchen. Shop now.,Netherlands,desktop,new_users,19,Thursday,0,0,0,0,0,0,6
1081,cmp_1499,2025-09-27 23:38:03,user_15189,A,Last chance: free shipping ends today,free shipping. Top picks in books. Shop now.,India,tablet,active_users,23,Saturday,0,0,0,0,0,0,6
355,cmp_1561,2025-09-23 03:38:03,user_68306,A,Don't miss out — exclusive discount for you,exclusive discount. Top picks in beauty. Shop now.,India,tablet,vip,3,Tuesday,0,0,0,0,0,2,8
366,cmp_1154,2025-10-20 07:38:03,user_11930,A,Your books update: free shipping,free shipping. Top picks in books. Shop now.,Italy,mobile,vip,7,Monday,0,0,0,0,0,1,5
310,cmp_1696,2025-09-19 22:38:03,user_62095,B,Exclusive: buy 1 get 1 just for you,buy 1 get 1. Top picks in beauty. Shop now.,Italy,desktop,churn_risk,22,Friday,0,0,0,0,0,2,8
737,cmp_1637,2025-10-09 00:38:03,user_94696,A,Limited time: exclusive discount inside,exclusive discount. Top picks in books. Shop now.,United Kingdom,mobile,active_users,0,Thursday,0,0,0,0,0,4,5
999,cmp_1113,2025-09-18 07:38:03,user_34846,A,Last chance: 50% off ends today,50% off. Top picks in books. Shop now.,Spain,desktop,active_users,7,Thursday,0,0,0,0,0,-1,6
622,cmp_1029,2025-11-02 21:38:03,user_25544,A,Don't miss out — exclusive discount for you,exclusive discount. Top picks in electronics. Shop now.,France,desktop,active_users,21,Sunday,0,0,0,0,0,2,8
544,cmp_1415,2025-08-22 04:38:03,user_25491,A,Special offer on sports,exclusive discount. Top picks in sports. Shop now.,Italy,tablet,newsletter_only,4,Friday,0,0,0,0,0,1,4
1141,cmp_1590,2025-09-11 07:38:03,user_12787,A,Special offer on kitchen,exclusive discount. Top picks in kitchen. Shop now.,Turkey,mobile,churn_risk,7,Thursday,0,0,0,0,0,1,4
1297,cmp_1704,2025-10-29 06:38:03,user_44481,B,Unlock your exclusive discount today,exclusive discount. Top picks in beauty. Shop now.,Spain,mobile,newsletter_only,6,Wednesday,1,0,0,0,0,5,5
555,cmp_1244,2025-10-06 23:38:03,user_32878,B,Unlock your 20% off today,20% off. Top picks in beauty. Shop now.,Italy,tablet,new_users,23,Monday,0,0,0,0,0,2,5
680,cmp_1958,2025-11-08 23:38:03,user_40862,A,Your books update: 50% off,50% off. Top picks in books. Shop now.,Netherlands,desktop,churn_risk,23,Saturday,0,0,0,0,0,0,5
50,cmp_1247,2025-09-15 05:38:03,user_43119,B,exclusive discount inside — See how much you save,exclusive discount. Top picks in books. Shop now.,United States,mobile,newsletter_only,5,Monday,0,0,0,0,0,4,9
491,cmp_1441,2025-10-12 02:38:03,user_67062,B,Unlock your free shipping today,free shipping. Top picks in beauty. Shop now.,United Kingdom,tablet,new_users,2,Sunday,0,0,0,0,0,3,5
317,cmp_1870,2025-10-23 22:38:03,user_96099,B,Unlock your early access today,early access. Top picks in fashion. Shop now.,Turkey,tablet,newsletter_only,22,Thursday,0,0,0,0,0,2,5
905,cmp_1437,2025-10-30 02:38:03,user_20909,B,Exclusive: free shipping just for you,free shipping. Top picks in beauty. Shop now.,United Kingdom,tablet,active_users,2,Thursday,0,0,0,0,0,3,6
637,cmp_1674,2025-09-29 00:38:03,user_98672,A,Last chance: 50% off ends today,50% off. Top picks in books. Shop now.,India,desktop,active_users,0,Monday,0,0,0,0,0,-1,6
561,cmp_1496,2025-09-22 05:38:03,user_77489,A,Last chance: 50% off ends today,50% off. Top picks in sports. Shop now.,India,tablet,churn_risk,5,Monday,0,0,0,0,0,-1,6
487,cmp_1115,2025-08-28 05:38:03,user_56064,A,Your fashion update: 50% off,50% off. Top picks in fashion. Shop now.,India,tablet,active_users,5,Thursday,0,0,0,0,0,0,5
68,cmp_1710,2025-10-25 01:38:03,user_94575,B,Unlock your 50% off today,50% off. Top picks in beauty. Shop now.,Italy,mobile,active_users,1,Saturday,1,0,0,0,0,2,5
812,cmp_1048,2025-10-03 00:38:03,user_46429,B,Big savings on books: early access,early access. Top picks in books. Shop now.,Turkey,mobile,active_users,0,Friday,0,0,0,0,0,0,6
494,cmp_1789,2025-10-11 20:38:03,user_59664,A,Limited time: exclusive discount inside,exclusive discount. Top picks in sports. Shop now.,United States,desktop,active_users,20,Saturday,0,0,0,0,0,4,5
311,cmp_1572,2025-09-05 21:38:03,user_82733,A,Your beauty update: free shipping,free shipping. Top picks in beauty. Shop now.,Netherlands,tablet,active_users,21,Friday,1,0,0,0,0,1,5
1097,cmp_1014,2025-09-17 22:38:03,user_29727,B,Big savings on books: 50% off,50% off. Top picks in books. Shop now.,United States,tablet,vip,22,Wednesday,1,0,0,0,0,0,6
1248,cmp_1444,2025-09-18 01:38:03,user_66039,B,🔥 exclusive discount — only for a few,exclusive discount. Top picks in kitchen. Shop now.,United States,tablet,vip,1,Thursday,0,0,0,0,0,3,8
185,cmp_1275,2025-10-04 05:38:03,user_95404,A,Limited time: 20% off inside,20% off. Top picks in kitchen. Shop now.,Italy,desktop,active_users,5,Saturday,0,0,0,0,0,1,5
307,cmp_1193,2025-11-01 04:38:03,user_10716,B,Exclusive: 20% off just for you,20% off. Top picks in beauty. Shop now.,United States,tablet,new_users,4,Saturday,0,0,0,0,0,2,6
853,cmp_1934,2025-10-23 05:38:03,user_44227,A,Your fashion update: free shipping,free shipping. Top picks in fashion. Shop now.,Netherlands,mobile,newsletter_only,5,Thursday,0,0,0,0,0,1,5
793,cmp_1172,2025-11-06 20:38:03,user_42133,A,Last chance: buy 1 get 1 ends today,buy 1 get 1. Top picks in beauty. Shop now.,Turkey,desktop,vip,20,Thursday,0,0,0,0,0,-1,8
290,cmp_1854,2025-10-04 05:38:03,user_44513,B,early access inside — See how much you save,early access. Top picks in electronics. Shop now.,Netherlands,mobile,newsletter_only,5,Saturday,0,0,0,0,0,1,9
707,cmp_1217,2025-09-18 06:38:03,user_86486,B,Exclusive: 20% off just for you,20% off. Top picks in beauty. Shop now.,United Kingdom,mobile,new_users,6,Thursday,0,0,0,0,0,2,6
1330,cmp_1473,2025-08-29 03:38:03,user_37606,B,Unlock your exclusive discount today,exclusive discount. Top picks in sports. Shop now.,United Kingdom,tablet,vip,3,Friday,0,0,0,0,0,5,5
655,cmp_1273,2025-10-03 04:38:03,user_12674,B,Big savings on home: early access,early access. Top picks in home. Shop now.,Netherlands,tablet,vip,4,Friday,0,0,0,0,0,0,6
523,cmp_1940,2025-09-09 23:38:03,user_95467,B,Big savings on fashion: free shipping,free shipping. Top picks in fashion. Shop now.,United States,mobile,newsletter_only,23,Tuesday,0,0,0,0,0,1,6
462,cmp_1260,2025-09-28 02:38:03,user_18891,A,Your beauty update: early access,early access. Top picks in beauty. Shop now.,Turkey,desktop,churn_risk,2,Sunday,1,0,0,0,0,0,5
931,cmp_1694,2025-11-07 04:38:03,user_68236,A,Special offer on books,buy 1 get 1. Top picks in books. Shop now.,United States,mobile,vip,4,Friday,0,0,0,0,0,1,4
1035,cmp_1166,2025-08-30 01:38:03,user_33295,B,Unlock your exclusive discount today,exclusive discount. Top picks in beauty. Shop now.,United States,desktop,new_users,1,Saturday,1,1,2,0,0,5,5
30,cmp_1016,2025-08-22 03:38:03,user_37152,B,exclusive discount inside — See how much you save,exclusive discount. Top picks in kitchen. Shop now.,United States,mobile,active_users,3,Friday,0,0,0,0,0,4,9
241,cmp_1937,2025-08-30 22:38:03,user_42537,A,Last chance: free shipping ends today,free shipping. Top picks in fashion. Shop now.,United Kingdom,desktop,vip,22,Saturday,0,0,0,0,0,0,6
799,cmp_1349,2025-09-16 04:38:03,user_37606,A,Limited time: early access inside,early access. Top picks in fashion. Shop now.,United Kingdom,tablet,new_users,4,Tuesday,0,0,0,0,0,1,5
818,cmp_1320,2025-09-27 21:38:03,user_18523,B,20% off inside — See how much you save,20% off. Top picks in kitchen. Shop now.,Turkey,mobile,newsletter_only,21,Saturday,0,0,0,0,0,1,9
66,cmp_1320,2025-09-14 06:38:03,user_25448,A,Your electronics update: 20% off,20% off. Top picks in electronics. Shop now.,United Kingdom,tablet,vip,6,Sunday,0,0,0,0,0,0,5
602,cmp_1378,2025-09-16 07:38:03,user_60608,A,Your fashion update: free shipping,free shipping. Top picks in fashion. Shop now.,France,mobile,newsletter_only,7,Tuesday,0,0,0,0,0,1,5
925,cmp_1617,2025-11-02 20:38:03,user_78167,B,free shipping inside — See how much you save,free shipping. Top picks in books. Shop now.,Spain,tablet,vip,20,Sunday,1,0,0,0,0,2,9
755,cmp_1996,2025-08-23 05:38:03,user_48761,A,Special offer on sports,exclusive discount. Top picks in sports. Shop now.,France,tablet,churn_risk,5,Saturday,0,0,0,0,0,1,4
927,cmp_1387,2025-10-31 02:38:03,user_90059,A,Your kitchen update: free shipping,free shipping. Top picks in kitchen. Shop now.,United States,desktop,vip,2,Friday,0,0,0,0,0,1,5
1102,cmp_1423,2025-10-20 02:38:03,user_63790,A,Special offer on books,early access. Top picks in books. Shop now.,Spain,desktop,active_users,2,Monday,0,0,0,0,0,1,4
248,cmp_1367,2025-09-11 23:38:03,user_69322,A,Special offer on sports,exclusive discount. Top picks in sports. Shop now.,Germany,tablet,newsletter_only,23,Thursday,0,0,0,0,0,1,4
278,cmp_1675,2025-11-04 22:38:03,user_50065,B,Exclusive: 50% off just for you,50% off. Top picks in beauty. Shop now.,Spain,mobile,vip,22,Tuesday,0,0,0,0,0,2,6
1403,cmp_1019,2025-10-09 05:38:03,user_64306,B,free shipping inside — See how much you save,free shipping. Top picks in fashion. Shop now.,India,tablet,churn_risk,5,Thursday,0,0,0,0,0,2,9
1067,cmp_1617,2025-08-29 23:38:03,user_53970,A,Special offer on electronics,free shipping. Top picks in electronics. Shop now.,United States,desktop,active_users,23,Friday,0,0,0,0,0,1,4
480,cmp_1072,2025-09-10 00:38:03,user_50812,B,free shipping inside — See how much you save,free shipping. Top picks in beauty. Shop now.,Turkey,desktop,new_users,0,Wednesday,0,0,0,0,0,2,9
427,cmp_1931,2025-11-01 02:38:03,user_27727,A,Special offer on sports,50% off. Top picks in sports. Shop now.,United Kingdom,mobile,new_users,2,Saturday,1,0,0,0,0,1,4
124,cmp_1717,2025-08-21 06:38:03,user_52762,A,Limited time: free shipping inside,free shipping. Top picks in electronics. Shop now.,Germany,desktop,newsletter_only,6,Thursday,1,0,0,0,0,2,5
1170,cmp_1597,2025-10-19 23:38:03,user_10131,A,Limited time: 50% off inside,50% off. Top picks in books. Shop now.,Turkey,desktop,newsletter_only,23,Sunday,0,0,0,0,0,1,5
395,cmp_1558,2025-08-14 22:38:03,user_38039,A,Your sports update: early access,early access. Top picks in sports. Shop now.,Spain,mobile,vip,22,Thursday,0,0,0,0,0,0,5
986,cmp_1985,2025-11-02 07:38:03,user_65572,B,exclusive discount inside — See how much you save,exclusive discount. Top picks in electronics. Shop now.,Italy,tablet,newsletter_only,7,Sunday,1,0,0,0,0,4,9
716,cmp_1852,2025-09-14 03:38:03,user_58163,A,Last chance: buy 1 get 1 ends today,buy 1 get 1. Top picks in books. Shop now.,Italy,mobile,newsletter_only,3,Sunday,0,0,0,0,0,-1,8
1135,cmp_1220,2025-10-16 07:38:03,user_96108,A,Your kitchen update: 50% off,50% off. Top picks in kitchen. Shop now.,United States,desktop,churn_risk,7,Thursday,0,0,0,0,0,0,5
1085,cmp_1874,2025-11-04 05:38:03,user_19565,A,Limited time: buy 1 get 1 inside,buy 1 get 1. Top picks in sports. Shop now.,Spain,mobile,vip,5,Tuesday,0,0,0,0,0,1,7
498,cmp_1008,2025-11-06 19:38:03,user_90149,B,Unlock your buy 1 get 1 today,buy 1 get 1. Top picks in kitchen. Shop now.,France,desktop,churn_risk,19,Thursday,1,0,0,0,0,2,7
45,cmp_1835,2025-08-21 04:38:03,user_95332,B,Big savings on fashion: 50% off,50% off. Top picks in fashion. Shop now.,India,tablet,active_users,4,Thursday,1,0,0,0,0,0,6
60,cmp_1338,2025-11-03 02:38:03,user_83380,A,Last chance: buy 1 get 1 ends today,buy 1 get 1. Top picks in electronics. Shop now.,United Kingdom,desktop,vip,2,Monday,0,0,0,0,0,-1,8
1162,cmp_1608,2025-11-08 02:38:03,user_46166,A,Last chance: buy 1 get 1 ends today,buy 1 get 1. Top picks in beauty. Shop now.,United States,tablet,new_users,2,Saturday,0,0,0,0,0,-1,8
24,cmp_1536,2025-08-24 00:38:03,user_29516,A,Your beauty update: early access,early access. Top picks in beauty. Shop now.,Spain,mobile,vip,0,Sunday,0,0,0,0,0,0,5
875,cmp_1784,2025-09-25 01:38:03,user_52731,A,Don't miss out — 50% off for you,50% off. Top picks in fashion. Shop now.,Brazil,desktop,vip,1,Thursday,0,0,0,0,0,-1,8
482,cmp_1721,2025-08-13 06:38:03,user_88134,B,exclusive discount inside — See how much you save,exclusive discount. Top picks in kitchen. Shop now.,India,mobile,churn_risk,6,Wednesday,0,0,0,0,0,4,9
1325,cmp_1384,2025-10-03 06:38:03,user_26683,B,🔥 50% off — only for a few,50% off. Top picks in beauty. Shop now.,United Kingdom,desktop,vip,6,Friday,0,0,0,1,0,0,8
746,cmp_1998,2025-09-27 22:38:03,user_23879,B,🔥 early access — only for a few,early access. Top picks in kitchen. Shop now.,Brazil,desktop,newsletter_only,22,Saturday,0,0,0,0,0,0,8
232,cmp_1911,2025-08-30 01:38:03,user_76628,B,exclusive discount inside — See how much you save,exclusive discount. Top picks in sports. Shop now.,Spain,mobile,new_users,1,Saturday,0,0,0,0,0,4,9
125,cmp_1111,2025-10-30 19:38:03,user_30369,A,Your books update: buy 1 get 1,buy 1 get 1. Top picks in books. Shop now.,Netherlands,desktop,newsletter_only,19,Thursday,0,0,0,0,0,0,7
428,cmp_1570,2025-08-31 01:38:03,user_79856,B,Big savings on electronics: 20% off,20% off. Top picks in electronics. Shop now.,United Kingdom,tablet,new_users,1,Sunday,1,0,0,0,0,0,6
819,cmp_1641,2025-11-07 02:38:03,user_66602,A,Special offer on home,exclusive discount. Top picks in home. Shop now.,Turkey,mobile,vip,2,Friday,0,0,0,0,0,1,4
169,cmp_1080,2025-09-07 19:38:03,user_99538,A,Special offer on electronics,exclusive discount. Top picks in electronics. Shop now.,France,mobile,new_users,19,Sunday,0,0,0,0,0,1,4
116,cmp_1070,2025-09-28 02:38:03,user_70960,B,🔥 free shipping — only for a few,free shipping. Top picks in fashion. Shop now.,Brazil,mobile,new_users,2,Sunday,0,0,0,0,0,1,8
1089,cmp_1558,2025-08-17 00:38:03,user_30413,B,Unlock your 50% off today,50% off. Top picks in sports. Shop now.,Spain,tablet,new_users,0,Sunday,0,0,0,0,0,2,5
987,cmp_1714,2025-09-22 21:38:03,user_26343,A,Limited time: early access inside,early access. Top picks in electronics. Shop now.,Netherlands,tablet,newsletter_only,21,Monday,0,0,0,0,0,1,5
1396,cmp_1129,2025-11-02 03:38:03,user_28958,B,Big savings on fashion: buy 1 get 1,buy 1 get 1. Top picks in fashion. Shop now.,Italy,tablet,newsletter_only,3,Sunday,1,0,0,0,0,0,8
1425,cmp_1250,2025-09-10 19:38:03,user_70583,B,🔥 20% off — only for a few,20% off. Top picks in home. Shop now.,Netherlands,tablet,vip,19,Wednesday,0,0,0,0,0,0,8
416,cmp_1927,2025-10-27 07:38:03,user_96969,A,Limited time: free shipping inside,free shipping. Top picks in electronics. Shop now.,France,desktop,newsletter_only,7,Monday,0,0,0,0,0,2,5
142,cmp_1970,2025-11-03 05:38:03,user_84403,B,early access inside — See how much you save,early access. Top picks in electronics. Shop now.,Brazil,mobile,active_users,5,Monday,1,0,0,0,0,1,9
1234,cmp_1198,2025-10-12 02:38:03,user_54974,A,Don't miss out — 20% off for you,20% off. Top picks in electronics. Shop now.,United States,tablet,new_users,2,Sunday,0,0,0,0,0,-1,8
1294,cmp_1600,2025-08-29 00:38:03,user_59310,B,Unlock your 50% off today,50% off. Top picks in sports. Shop now.,France,mobile,active_users,0,Friday,0,0,0,0,0,2,5
763,cmp_1459,2025-10-20 22:38:03,user_49054,B,Big savings on books: 20% off,20% off. Top picks in books. Shop now.,Germany,tablet,newsletter_only,22,Monday,1,0,0,0,0,0,6
1207,cmp_1479,2025-10-20 23:38:03,user_70076,A,Special offer on fashion,50% off. Top picks in fashion. Shop now.,Brazil,desktop,churn_risk,23,Monday,1,1,1,0,0,1,4
463,cmp_1349,2025-10-21 03:38:03,user_61910,B,Unlock your early access today,early access. Top picks in home. Shop now.,Germany,mobile,churn_risk,3,Tuesday,0,0,0,0,0,2,5
1244,cmp_1393,2025-10-09 20:38:03,user_49375,B,Big savings on home: 20% off,20% off. Top picks in home. Shop now.,India,mobile,vip,20,Thursday,1,0,0,0,0,0,6
79,cmp_1921,2025-10-17 23:38:03,user_99037,B,50% off inside — See how much you save,50% off. Top picks in kitchen. Shop now.,Turkey,mobile,active_users,23,Friday,1,0,0,0,0,1,9
1005,cmp_1746,2025-10-27 01:38:03,user_77009,A,Limited time: free shipping inside,free shipping. Top picks in kitchen. Shop now.,France,tablet,active_users,1,Monday,0,0,0,0,0,2,5
1491,cmp_1092,2025-10-19 01:38:03,user_76441,A,Limited time: free shipping inside,free shipping. Top picks in beauty. Shop now.,Italy,desktop,new_users,1,Sunday,0,0,0,0,0,2,5
572,cmp_1829,2025-08-12 05:38:03,user_22844,A,Special offer on home,50% off. Top picks in home. Shop now.,Turkey,tablet,vip,5,Tuesday,0,0,0,0,0,1,4
16,cmp_1957,2025-10-25 23:38:03,user_86550,B,Unlock your buy 1 get 1 today,buy 1 get 1. Top picks in fashion. Shop now.,Germany,mobile,active_users,23,Saturday,1,0,0,0,0,2,7
495,cmp_1908,2025-08-20 01:38:03,user_86122,B,🔥 exclusive discount — only for a few,exclusive discount. Top picks in kitchen. Shop now.,United Kingdom,tablet,active_users,1,Wednesday,0,0,0,0,0,3,8
351,cmp_1105,2025-09-30 06:38:03,user_22524,A,Limited time: buy 1 get 1 inside,buy 1 get 1. Top picks in beauty. Shop now.,Turkey,mobile,newsletter_only,6,Tuesday,0,0,0,0,0,1,7
1000,cmp_1682,2025-08-24 03:38:03,user_36082,B,🔥 exclusive discount — only for a few,exclusive discount. Top picks in fashion. Shop now.,Netherlands,mobile,newsletter_only,3,Sunday,0,0,0,0,0,3,8
275,cmp_1687,2025-10-05 19:38:03,user_84356,B,Exclusive: early access just for you,early access. Top picks in books. Shop now.,United States,mobile,new_users,19,Sunday,1,0,0,0,0,2,6
1192,cmp_1773,2025-10-10 05:38:03,user_28426,B,Unlock your free shipping today,free shipping. Top picks in kitchen. Shop now.,India,tablet,churn_risk,5,Friday,0,0,0,0,0,3,5
272,cmp_1144,2025-08-26 01:38:03,user_26152,A,Last chance: early access ends today,early access. Top picks in beauty. Shop now.,Brazil,tablet,new_users,1,Tuesday,0,0,0,0,0,-1,6
1474,cmp_1261,2025-10-02 21:38:03,user_89117,B,🔥 20% off — only for a few,20% off. Top picks in electronics. Shop now.,Netherlands,mobile,vip,21,Thursday,0,0,0,0,0,0,8
